case_study_id	rater	rater_type	tag	principle	conversation_source	rating	answer_time_min
FC17588	fitness_primary_c	primary	sleep	important_interpretations	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	training_load	important_domain_knowledge	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	sleep	no_incorrect_user_data	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	sleep	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	assessment	no_incorrect_user_data	phllm_early_checkpoint	3	126.9
FC17588	fitness_primary_c	primary	assessment	no_unimportant_user_data	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	training_load	no_incorrect_important_interpretations	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	assessment	no_unimportant_interpretations	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	health_metrics	no_unimportant_interpretations	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	assessment	no_incorrect_important_interpretations	phllm_early_checkpoint	3	126.9
FC17588	fitness_primary_c	primary	sleep	no_incorrect_important_interpretations	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	sleep	no_assumptions	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	training_load	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	training_load	no_unimportant_user_data	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	overall	readable	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	training_load	no_incorrect_domain_knowledge	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	health_metrics	important_domain_knowledge	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	assessment	important_interpretations	phllm_early_checkpoint	3	126.9
FC17588	fitness_primary_c	primary	health_metrics	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	assessment	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	health_metrics	no_incorrect_important_interpretations	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	health_metrics	no_unimportant_user_data	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	sleep	no_unimportant_interpretations	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	sleep	no_hallucinations	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	training_load	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	assessment	no_incorrect_domain_knowledge	phllm_early_checkpoint	3	126.9
FC17588	fitness_primary_c	primary	assessment	no_assumptions	phllm_early_checkpoint	3	126.9
FC17588	fitness_primary_c	primary	training_load	no_unimportant_interpretations	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	sleep	important_domain_knowledge	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	assessment	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	126.9
FC17588	fitness_primary_c	primary	assessment	no_hallucinations	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	health_metrics	important_user_data	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	training_load	no_hallucinations	phllm_early_checkpoint	4	126.9
FC17588	fitness_primary_c	primary	assessment	important_user_data	phllm_early_checkpoint	3	126.9
FC17588	fitness_primary_c	primary	sleep	important_user_data	phllm_early_checkpoint	3	126.9
FC87426	fitness_primary_c	primary	training_load	no_incorrect_unimportant_interpretations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	health_metrics	important_user_data	human_expert	4	285.55
FC87426	fitness_primary_c	primary	training_load	no_unimportant_interpretations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	sleep	no_unimportant_interpretations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	training_load	no_unimportant_domain_knowledge	human_expert	5	285.55
FC87426	fitness_primary_c	primary	health_metrics	important_interpretations	human_expert	4	285.55
FC87426	fitness_primary_c	primary	health_metrics	no_unimportant_domain_knowledge	human_expert	4	285.55
FC87426	fitness_primary_c	primary	training_load	no_incorrect_user_data	human_expert	5	285.55
FC87426	fitness_primary_c	primary	health_metrics	important_domain_knowledge	human_expert	5	285.55
FC87426	fitness_primary_c	primary	health_metrics	no_incorrect_domain_knowledge	human_expert	5	285.55
FC87426	fitness_primary_c	primary	sleep	no_assumptions	human_expert	5	285.55
FC87426	fitness_primary_c	primary	training_load	important_user_data	human_expert	5	285.55
FC87426	fitness_primary_c	primary	health_metrics	no_incorrect_important_interpretations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	health_metrics	no_incorrect_unimportant_interpretations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	training_load	no_assumptions	human_expert	5	285.55
FC87426	fitness_primary_c	primary	sleep	no_incorrect_unimportant_interpretations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	training_load	no_incorrect_domain_knowledge	human_expert	4	285.55
FC87426	fitness_primary_c	primary	sleep	no_incorrect_domain_knowledge	human_expert	5	285.55
FC87426	fitness_primary_c	primary	sleep	important_interpretations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	training_load	no_hallucinations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	training_load	no_unimportant_user_data	human_expert	5	285.55
FC87426	fitness_primary_c	primary	health_metrics	no_hallucinations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	sleep	no_incorrect_user_data	human_expert	5	285.55
FC87426	fitness_primary_c	primary	training_load	important_domain_knowledge	human_expert	5	285.55
FC87426	fitness_primary_c	primary	overall	readable	human_expert	4	285.55
FC87426	fitness_primary_c	primary	sleep	important_domain_knowledge	human_expert	4	285.55
FC87426	fitness_primary_c	primary	sleep	no_unimportant_user_data	human_expert	5	285.55
FC87426	fitness_primary_c	primary	training_load	important_interpretations	human_expert	4	285.55
FC87426	fitness_primary_c	primary	overall	non_harmful	human_expert	5	285.55
FC87426	fitness_primary_c	primary	health_metrics	no_unimportant_user_data	human_expert	4	285.55
FC87426	fitness_primary_c	primary	training_load	no_incorrect_important_interpretations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	health_metrics	no_unimportant_interpretations	human_expert	4	285.55
FC87426	fitness_primary_c	primary	health_metrics	no_assumptions	human_expert	5	285.55
FC87426	fitness_primary_c	primary	sleep	important_user_data	human_expert	4	285.55
FC87426	fitness_primary_c	primary	health_metrics	no_incorrect_user_data	human_expert	5	285.55
FC87426	fitness_primary_c	primary	sleep	no_unimportant_domain_knowledge	human_expert	5	285.55
FC87426	fitness_primary_c	primary	overall	overall_quality	human_expert	4	285.55
FC87426	fitness_primary_c	primary	sleep	no_incorrect_important_interpretations	human_expert	5	285.55
FC87426	fitness_primary_c	primary	sleep	no_hallucinations	human_expert	5	285.55
FC94632	fitness_primary_c	primary	assessment	no_incorrect_unimportant_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	assessment	no_unimportant_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	no_incorrect_domain_knowledge	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	training_load	important_domain_knowledge	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	sleep	no_incorrect_domain_knowledge	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	sleep	important_domain_knowledge	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	sleep	no_incorrect_unimportant_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	training_load	no_unimportant_domain_knowledge	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	assessment	no_incorrect_user_data	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	important_interpretations	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	no_unimportant_domain_knowledge	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	sleep	no_hallucinations	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	assessment	important_user_data	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	assessment	no_unimportant_domain_knowledge	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	training_load	no_unimportant_user_data	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	no_hallucinations	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	sleep	no_unimportant_domain_knowledge	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	no_incorrect_important_interpretations	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	sleep	no_unimportant_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	training_load	important_user_data	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	training_load	no_incorrect_unimportant_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	overall	non_harmful	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	important_user_data	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	important_domain_knowledge	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	no_assumptions	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	sleep	no_assumptions	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	assessment	no_incorrect_important_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	training_load	no_incorrect_domain_knowledge	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	sleep	no_incorrect_user_data	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	assessment	important_domain_knowledge	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	training_load	no_assumptions	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	training_load	important_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	sleep	no_unimportant_user_data	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	training_load	no_incorrect_important_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	assessment	no_hallucinations	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	training_load	no_unimportant_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	training_load	no_hallucinations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	assessment	no_assumptions	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	overall	overall_quality	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	assessment	important_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	training_load	no_incorrect_user_data	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	overall	readable	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	sleep	no_incorrect_important_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	no_unimportant_user_data	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	sleep	important_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	sleep	important_user_data	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	no_unimportant_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	no_incorrect_unimportant_interpretations	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	health_metrics	no_incorrect_user_data	gemini_ultra	4	38.43333333
FC94632	fitness_primary_c	primary	assessment	no_incorrect_domain_knowledge	gemini_ultra	5	38.43333333
FC94632	fitness_primary_c	primary	assessment	no_unimportant_user_data	gemini_ultra	5	38.43333333
FC23123	fitness_primary_c	primary	overall	overall_quality	human_expert	4	255.4666667
FC23123	fitness_primary_c	primary	training_load	no_hallucinations	human_expert	4	255.4666667
FC23123	fitness_primary_c	primary	sleep	no_incorrect_domain_knowledge	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	no_unimportant_domain_knowledge	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	sleep	important_user_data	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	no_incorrect_domain_knowledge	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	important_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	important_user_data	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	sleep	no_incorrect_important_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	sleep	no_incorrect_user_data	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	important_user_data	human_expert	4	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	no_assumptions	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	no_unimportant_user_data	human_expert	4	255.4666667
FC23123	fitness_primary_c	primary	sleep	important_domain_knowledge	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	no_incorrect_important_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	sleep	no_unimportant_user_data	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	important_domain_knowledge	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	sleep	no_hallucinations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	no_hallucinations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	no_unimportant_user_data	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	sleep	important_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	no_unimportant_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	sleep	no_incorrect_unimportant_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	no_unimportant_domain_knowledge	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	no_incorrect_important_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	no_incorrect_user_data	human_expert	4	255.4666667
FC23123	fitness_primary_c	primary	sleep	no_unimportant_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	no_unimportant_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	no_incorrect_unimportant_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	sleep	no_assumptions	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	important_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	training_load	no_assumptions	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	overall	readable	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	no_incorrect_domain_knowledge	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	no_incorrect_unimportant_interpretations	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	sleep	no_unimportant_domain_knowledge	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	important_domain_knowledge	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	health_metrics	no_incorrect_user_data	human_expert	5	255.4666667
FC23123	fitness_primary_c	primary	overall	non_harmful	human_expert	4	255.4666667
FC41653	fitness_primary_c	primary	health_metrics	important_domain_knowledge	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	important_user_data	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	sleep	no_assumptions	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	assessment	no_incorrect_user_data	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	assessment	no_incorrect_unimportant_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	no_incorrect_unimportant_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	important_domain_knowledge	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	no_incorrect_important_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	assessment	no_assumptions	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	no_incorrect_domain_knowledge	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	sleep	no_incorrect_important_interpretations	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	no_unimportant_domain_knowledge	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	no_unimportant_domain_knowledge	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	overall	readable	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	sleep	important_domain_knowledge	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	assessment	no_hallucinations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	no_assumptions	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	no_unimportant_user_data	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	no_incorrect_important_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	sleep	no_hallucinations	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	no_incorrect_user_data	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	assessment	no_unimportant_user_data	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	sleep	no_incorrect_domain_knowledge	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	sleep	no_unimportant_domain_knowledge	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	overall	overall_quality	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	assessment	important_domain_knowledge	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	overall	non_harmful	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	assessment	no_unimportant_domain_knowledge	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	sleep	no_unimportant_interpretations	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	assessment	no_incorrect_domain_knowledge	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	sleep	no_incorrect_unimportant_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	sleep	important_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	no_incorrect_user_data	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	assessment	no_unimportant_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	no_hallucinations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	sleep	no_incorrect_user_data	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	assessment	no_incorrect_important_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	important_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	important_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	no_incorrect_unimportant_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	no_hallucinations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	assessment	important_user_data	gemini_ultra	3	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	no_unimportant_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	no_assumptions	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	no_incorrect_domain_knowledge	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	no_unimportant_user_data	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	training_load	no_unimportant_interpretations	gemini_ultra	5	21.26666667
FC41653	fitness_primary_c	primary	health_metrics	important_user_data	gemini_ultra	3	21.26666667
FC41653	fitness_primary_c	primary	sleep	important_user_data	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	sleep	no_unimportant_user_data	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	assessment	important_interpretations	gemini_ultra	4	21.26666667
FC41653	fitness_primary_c	primary	sleep	no_unimportant_interpretations	phllm_early_checkpoint	5	97.23333333
FC41653	fitness_primary_c	primary	training_load	no_hallucinations	phllm_early_checkpoint	5	97.23333333
FC41653	fitness_primary_c	primary	sleep	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	97.23333333
FC41653	fitness_primary_c	primary	sleep	no_hallucinations	phllm_early_checkpoint	5	97.23333333
FC41653	fitness_primary_c	primary	training_load	important_domain_knowledge	phllm_early_checkpoint	5	97.23333333
FC41653	fitness_primary_c	primary	assessment	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	97.23333333
FC41653	fitness_primary_c	primary	training_load	no_incorrect_user_data	phllm_early_checkpoint	4	97.23333333
FC41653	fitness_primary_c	primary	overall	readable	phllm_early_checkpoint	4	97.23333333
FC41653	fitness_primary_c	primary	sleep	no_incorrect_important_interpretations	phllm_early_checkpoint	5	97.23333333
FC41653	fitness_primary_c	primary	assessment	no_incorrect_user_data	phllm_early_checkpoint	4	97.23333333
FC41653	fitness_primary_c	primary	sleep	important_domain_knowledge	phllm_early_checkpoint	3	97.23333333
FC41653	fitness_primary_c	primary	assessment	no_incorrect_domain_knowledge	phllm_early_checkpoint	4	97.23333333
